ROW_ID,EMB_1,EMB_2,EMB_3,EMB_4,EMB_5,EMB_6,EMB_7,EMB_8,EMB_9,EMB_10,EMB_11,EMB_12,EMB_13,EMB_14,EMB_15,EMB_16,EMB_17,EMB_18,EMB_19,EMB_20,EMB_21,EMB_22,EMB_23,EMB_24,EMB_25,EMB_26,EMB_27,EMB_28,EMB_29,EMB_30,EMB_31,EMB_32,EMB_33,EMB_34,EMB_35,EMB_36,EMB_37,EMB_38,EMB_39,EMB_40,EMB_41,EMB_42,EMB_43,EMB_44,EMB_45,EMB_46,EMB_47,EMB_48,EMB_49,EMB_50,ID_CONTR_CICLO_LGD,ID_FUSION_FINAL,SEGMENTO,CALIBRATION_SEGMENT,PRODUCTO,TERMINACION,CAUSA_DEFAULT,FECHA_DEFAULT,OR_DISPTO,COLATERAL_TIPO,VALOR_COLATERAL_INICIAL,TIPO_INTERES_ORIGINAL,FECHA_REFERENCIA,MES_CICLO,PD_ESTIMADA,LGD_ESTIMADA,LGD_REALIZADA,EAD,ECL,PROVISION,STAGE_IFRS9,CURE_FLAG,DPDS,RATING_GRADO,SALDO_PENDIENTE,TIPO_INTERES_ACTUAL,INTERESES_ACUMULADOS,FLUJO_RECUPERADO,COSTE_RECUPERACION,FLUJO_NETO,RECUPERACION_ACUMULADA,COSTE_TOTAL_ACUMULADO,ADJUDICACION_FLAG,ADJUDICACION_TIPO,ADJUDICACION_VALOR,VALOR_COLATERAL,LTV,TASA_DESCUENTO,RWA,ESTADO_CICLO
4571,0.48310502,0.79980889,-0.05752805,-0.25015089,0.20966432,0.56675661,-0.18806313,0.44083706,0.37094884,0.04374576,-0.36685900,0.00081908,0.13782864,0.05745039,0.66537213,-0.23019552,-0.27998538,-0.19050457,-0.38287156,-0.11879731,-0.40009453,0.63713575,-0.58125157,-0.83875983,0.53640948,-0.04904744,0.04998067,0.63133419,-0.21502120,-0.18926915,-0.43234595,0.42175908,0.11087132,0.36463482,0.25387193,-0.09796345,0.38785534,0.64237391,0.08228418,0.32464171,0.15546144,-0.42724791,0.21771130,-0.16787064,0.16511265,0.67924826,0.64111336,0.29303482,-0.00159163,0.36191588,100104_201908,100104,SME,SME_SMALL,LINEA_CREDITO,VENTA_CARTERA,IMPROBABLE_PAGO,2019-01-05,945953.77,GARANTIA_PERSONAL,0.0,0.04094,2019-08-01,7,0.47166667,0.40979877,0.4500954,772857.91,149384.48,149384.48,3,0,210,10,325878.04,0.04094,12441.31,195077.61,6500.52,188577.09,620075.73,15607.57,0,,0.0,0.0,0.0,0.039511,51036.64,RECUPERACION
4572,0.51863826,0.78614460,-0.03614984,-0.25907535,0.24178841,0.57491134,-0.22666403,0.44393448,0.28545369,-0.01126416,-0.39848901,0.03759416,0.16778864,0.06363475,0.59379389,-0.33154246,-0.32017792,-0.25583173,-0.35124442,-0.11832742,-0.34310141,0.56337823,-0.57683694,-0.91838961,0.45816619,-0.12790827,0.07062994,0.61998057,-0.18784240,-0.15489595,-0.39125303,0.49020169,0.05964571,0.35766429,0.24455343,-0.13874606,0.34816843,0.56038145,0.02955464,0.32476877,0.15325926,-0.35420234,0.15668003,-0.17982863,0.16248132,0.69632598,0.67591437,0.26671453,0.10380212,0.41879444,100104_201909,100104,SME,SME_SMALL,LINEA_CREDITO,VENTA_CARTERA,IMPROBABLE_PAGO,2019-01-05,945953.77,GARANTIA_PERSONAL,0.0,0.04094,2019-09-01,8,0.46333333,0.35509704,0.19768469,772857.91,127157.0,127157.0,3,0,240,9,246040.29,0.04094,8894.32,79837.75,2880.37,76957.38,699913.48,18487.94,0,,0.0,0.0,0.0,0.049362,54430.26,RECUPERACION
4573,0.54254236,0.56510847,-0.00349600,-0.26982481,0.49975159,0.85087779,-0.20392125,0.31109939,0.11291972,-0.01493144,-0.29035245,0.06401112,0.22799258,-0.29440980,0.42291532,-0.78333350,-0.27368940,-0.19823724,-0.50028754,-0.43284212,-0.41037777,0.69893656,-0.76110225,-0.70789860,0.23810177,-0.18396648,-0.04034026,0.30557268,-0.29893222,-0.33505991,-0.50602948,0.43453709,0.19790696,0.16088170,-0.00153396,-0.27884465,0.27806774,0.31216311,0.12574557,0.15262615,0.30734251,-0.49244172,0.21976691,-0.00998583,0.31091829,0.61449140,0.92345337,0.45039025,0.17179889,0.32028820,100104_201910,100104,SME,SME_SMALL,LINEA_CREDITO,VENTA_CARTERA,IMPROBABLE_PAGO,2019-01-05,945953.77,GARANTIA_PERSONAL,0.0,0.04094,2019-10-01,9,0.455,0.32364968,0.09438272,772857.91,113811.52,113811.52,3,0,270,9,173095.86,0.04094,7554.69,72944.43000000005,1816.47,71127.96,772857.91,20304.41,0,,0.0,0.0,0.0,0.049021,60476.64,CERRADO
4574,0.02875483,-0.23813613,-0.49116180,-0.02934076,0.47253674,0.46769975,-0.54240514,0.42718161,0.36381721,0.57192572,-0.36428268,-0.03326055,0.21320698,-0.09510520,0.24972809,0.49366880,0.10772783,0.23674695,-0.13266697,0.09836620,-0.21959920,-0.21770204,0.08369112,0.48268479,0.31683204,0.19452101,-0.02009422,-0.01826613,-0.39578223,-0.09901184,0.27600362,0.07184644,-0.49717862,0.41417175,-0.24617042,-0.21204775,0.03686957,0.15043110,0.36303423,0.01570321,0.49765528,-0.42300277,0.24297056,0.59585020,-0.44869977,0.74013461,0.48274638,0.66287413,-0.65313586,-0.46887574,100105_202004,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2020-04-01,1,1.0,0.44163333,1.0,393882.7,173951.73,173951.73,3,0,30,9,446930.89,0.04481,1668.91,0.0,0.0,0.0,0.0,0.0,0,,0.0,588056.79,0.755266,0.032068,29202.81,ESTIMACION
4575,0.03632431,-0.21337559,-0.53251276,0.00177671,0.48222308,0.35485576,-0.51132202,0.40330259,0.40614766,0.56824317,-0.36347270,-0.10419442,0.18788130,-0.07593464,0.23234794,0.57089959,0.10256237,0.27386477,-0.15654419,0.07133027,-0.22344160,-0.14192455,0.14063509,0.53352747,0.32200167,0.23490438,-0.01243500,-0.02294511,-0.40702394,-0.11091011,0.22812801,0.02878007,-0.39411740,0.37581722,-0.27897403,-0.20731890,0.03645530,0.20074120,0.38548997,-0.00235923,0.43896542,-0.45195397,0.21642259,0.59947930,-0.44734751,0.68385121,0.46055870,0.66264341,-0.75105245,-0.48520643,100105_202005,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2020-05-01,2,1.0,0.45758667,1.0,393882.7,180235.47,180235.47,3,0,60,9,446930.89,0.04481,3337.82,0.0,0.0,0.0,0.0,0.0,0,,0.0,584567.94,0.755266,0.017522,32679.34,ESTIMACION
4576,0.03519491,-0.23928557,-0.47730020,-0.04838260,0.47181821,0.53667888,-0.54999334,0.44281674,0.34899823,0.56853136,-0.36140765,0.00274670,0.23243965,-0.10387067,0.25611448,0.45322541,0.11388872,0.22272968,-0.10398517,0.10356446,-0.22155768,-0.25022724,0.05674165,0.45287705,0.32649245,0.17121692,-0.02134719,-0.02097150,-0.39280926,-0.09921910,0.29518093,0.10066339,-0.55610204,0.43151811,-0.24632628,-0.21977947,0.03078778,0.12129033,0.35005296,0.01806894,0.52778237,-0.39797097,0.26433465,0.59895956,-0.43375055,0.76781775,0.48091932,0.66910236,-0.59763203,-0.46409736,100105_202006,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2020-06-01,3,1.0,0.47354,1.0,393882.7,186519.21,186519.21,3,0,90,9,446930.89,0.04481,5006.73,0.0,0.0,0.0,0.0,0.0,0,,0.0,580519.52,0.755266,0.040122,30050.8,ESTIMACION
4577,-0.03474157,-0.22269456,-0.54817067,0.08603255,0.40399155,0.39409898,-0.55330237,0.42308639,0.31194445,0.58570084,-0.22473306,-0.03890429,0.18754242,-0.12626111,0.18873283,0.42119948,0.08180853,0.25264453,-0.07069604,0.12225305,-0.27713027,-0.15886478,0.07852602,0.43969149,0.31092756,0.03300147,0.01202234,0.07315925,-0.42626573,-0.19114160,0.21443878,0.05277567,-0.41644260,0.51362708,-0.32995750,-0.17111105,0.10405119,0.09593794,0.34092633,-0.03845747,0.50338785,-0.36689196,0.26625505,0.51486487,-0.51051600,0.70221264,0.34233686,0.68308349,-0.60681020,-0.54643537,100105_202007,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2020-07-01,4,0.50966667,0.48949333,1.0,393882.7,98265.24,98265.24,3,0,120,9,446930.89,0.04481,6675.64,0.0,0.0,0.0,0.0,0.0,0,,0.0,578061.68,0.755266,0.030815,25327.8,ESTIMACION
4578,-0.03465741,-0.23086346,-0.53033234,0.06886678,0.39787702,0.46718131,-0.56625989,0.43666637,0.29148615,0.58423725,-0.22328779,0.00475850,0.20608826,-0.13758937,0.19550593,0.37461473,0.08715187,0.23417382,-0.04582701,0.13297358,-0.27799540,-0.19726264,0.04697504,0.40628067,0.31294394,0.00554706,0.00936979,0.07485012,-0.42309777,-0.19004730,0.23697700,0.08118253,-0.47959923,0.53646201,-0.32369560,-0.17659165,0.10197999,0.06340991,0.32571467,-0.03208839,0.53558392,-0.34382915,0.28708270,0.51433768,-0.50262239,0.73537290,0.34610426,0.68615843,-0.54454457,-0.54053179,100105_202008,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2020-08-01,5,0.50133333,0.50544667,1.0,393882.7,99808.8,99808.8,3,0,150,9,446930.89,0.04481,8344.55,0.0,0.0,0.0,0.0,0.0,0,,0.0,581470.93,0.755266,0.039721,31628.02,ESTIMACION
4579,0.04896603,-0.08913868,-0.29341075,0.21087436,0.21184548,0.13384257,-0.63052516,0.31697331,0.52895597,0.75962818,-0.47502959,-0.21326105,0.42448035,-0.05700454,0.55315787,0.38320729,-0.12980410,0.21847578,0.00423957,0.25806744,-0.24987308,-0.11159381,0.14666118,0.24505807,0.39074189,0.22799123,0.20166785,0.35420019,-0.35072545,-0.04561981,0.13942988,0.34843918,-0.31034039,0.65972308,-0.25241730,-0.10049648,0.13304700,0.35133346,0.35253386,0.05025506,0.45595392,-0.09607859,0.48325562,0.09297352,-0.44047424,0.57790747,0.10473084,0.62870433,-0.68269519,-0.25339207,100105_202009,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2020-09-01,6,0.493,0.5214,1.0,393882.7,101247.63,101247.63,3,0,180,9,436322.7,0.04481,10013.46,10608.19,290.48,10317.71,10608.19,290.48,0,,0.0,573366.02,0.737339,0.026509,32078.1,RECUPERACION
4580,0.03911981,-0.07087023,-0.27378814,0.21313659,0.21260625,0.16887711,-0.62954887,0.36077158,0.51688611,0.75722798,-0.48193560,-0.19320533,0.43498426,-0.07197389,0.54395815,0.35141893,-0.12926012,0.21229502,0.03244333,0.25678915,-0.24035020,-0.11358622,0.11715722,0.23107753,0.39734550,0.21863139,0.19092169,0.35320252,-0.37722761,-0.04669060,0.13356835,0.37863881,-0.36291893,0.68227193,-0.24369422,-0.10168780,0.14016800,0.32994842,0.36727577,0.07739135,0.49284752,-0.09808359,0.51533967,0.08429667,-0.42682793,0.60320626,0.12062865,0.63372912,-0.66235364,-0.26112407,100105_202010,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2020-10-01,7,0.48466667,0.53211649,0.97306764,393882.7,101582.0,101582.0,3,0,210,10,425858.38,0.04481,11405.1,10464.32,415.16,10049.16,21072.51,705.64,0,,0.0,570497.08,0.719655,0.030964,37697.1,RECUPERACION
4581,0.04303668,-0.07282237,-0.25848832,0.20000890,0.21319418,0.21704505,-0.64129909,0.37639619,0.49452228,0.75171420,-0.48087061,-0.16391130,0.44985499,-0.08023568,0.54091142,0.30968912,-0.12993394,0.19599254,0.05460831,0.26303213,-0.23553367,-0.14437451,0.09474356,0.20112412,0.39577776,0.19188902,0.19072304,0.35257433,-0.37423700,-0.04319907,0.15110419,0.40639148,-0.41130572,0.69741242,-0.24051110,-0.10906430,0.13495455,0.29943817,0.35465837,0.08263451,0.51812157,-0.07494646,0.52650484,0.08157370,-0.42061007,0.62553921,0.12531989,0.63530144,-0.61245539,-0.25324566,100105_202011,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2020-11-01,8,0.47633333,0.5414179,0.94650054,393882.7,101580.53,101580.53,3,0,240,10,420966.23,0.04481,12721.84,4892.15,164.46,4727.69,25964.66,870.1,0,,0.0,562097.15,0.711388,0.037787,35247.74,RECUPERACION
4582,0.05087523,-0.04772488,-0.29397867,0.22822058,0.22457644,0.11048065,-0.61624855,0.35986165,0.52649489,0.74779532,-0.47530390,-0.23117455,0.42685105,-0.06318645,0.52144103,0.37398173,-0.13840730,0.22778210,0.03506779,0.23880809,-0.23701593,-0.07860653,0.14473096,0.24428631,0.40155784,0.22219031,0.19988125,0.34896525,-0.38257217,-0.05355857,0.10971709,0.37091088,-0.31826827,0.66329732,-0.27014658,-0.10522732,0.13385521,0.34047459,0.37503531,0.06535877,0.46912408,-0.09689642,0.50101444,0.08253710,-0.42136895,0.57200667,0.10405452,0.63597607,-0.69860392,-0.26672526,100105_202012,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2020-12-01,9,0.468,0.55278006,0.93408022,393882.7,101897.87,101897.87,3,0,270,10,417523.06,0.04481,14147.64,3443.17,117.07,3326.1,29407.83,987.17,0,,0.0,559992.34,0.70557,0.024824,27163.9,RECUPERACION
4583,0.06602774,-0.07373556,-0.28410541,0.19886001,0.21502781,0.18438140,-0.63919987,0.34001690,0.49937577,0.74123927,-0.47053700,-0.18400888,0.44837860,-0.06712807,0.52768375,0.32403787,-0.13436162,0.20406935,0.05052124,0.25331406,-0.23987229,-0.13501355,0.12693270,0.19680921,0.38873456,0.18076554,0.20766563,0.35129134,-0.35285422,-0.04879442,0.14963684,0.39257516,-0.36662403,0.67447969,-0.27440969,-0.11742755,0.11822356,0.30231276,0.33283490,0.05176992,0.47832821,-0.05258889,0.49650986,0.08713919,-0.42220006,0.59825522,0.09869885,0.63254011,-0.61591847,-0.24644738,100105_202101,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-01-01,10,0.45966667,0.56447406,0.92533861,393882.7,102200.71,102200.71,3,0,300,9,414033.71,0.04481,15591.0,3489.35,128.15,3361.2,32897.18,1115.32,0,,0.0,550382.24,0.699673,0.034576,36169.48,RECUPERACION
4584,0.05122659,-0.07102634,-0.23691094,0.17776421,0.20905390,0.30626899,-0.65827726,0.40071991,0.46189844,0.74334884,-0.47337777,-0.11293093,0.47749218,-0.09491116,0.53638784,0.24094517,-0.12786329,0.17382617,0.09779866,0.26999774,-0.23275784,-0.18983634,0.05510245,0.14979121,0.40114945,0.14486491,0.19285373,0.35365855,-0.37103594,-0.04486094,0.17832752,0.45194820,-0.49374328,0.72437157,-0.24544291,-0.12112825,0.12729788,0.24720819,0.33340295,0.08760816,0.55981284,-0.03346030,0.55326987,0.07961191,-0.40557060,0.66326900,0.12400850,0.64159526,-0.52659516,-0.24544294,100105_202102,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-02-01,11,0.45133333,0.57564659,0.91647975,393882.7,102334.07,102334.07,3,0,330,10,406999.77,0.04481,17006.77,7033.94,224.22,6809.72,39931.12,1339.54,0,,0.0,569708.31,0.687786,0.049515,36171.28,RECUPERACION
4585,0.07564109,-0.05488313,-0.29476529,0.20479990,0.21817745,0.15544449,-0.63276961,0.34096165,0.50315431,0.73473886,-0.46306656,-0.20528012,0.44685012,-0.06391074,0.51070250,0.33293159,-0.13942403,0.21618774,0.05603710,0.24019809,-0.23783469,-0.11247251,0.13969133,0.19930369,0.39347923,0.17799662,0.21470825,0.35008147,-0.35620924,-0.05587422,0.13693409,0.39102780,-0.34460456,0.66428334,-0.29587782,-0.12106579,0.11318896,0.30322226,0.33611103,0.04480876,0.46470747,-0.04732554,0.49196889,0.08637568,-0.41764065,0.58081296,0.08706922,0.63535504,-0.63196264,-0.25113878,100105_202103,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-03-01,12,0.443,0.58332727,0.8986218,393882.7,101784.8,101784.8,3,0,360,9,393994.63,0.04481,18237.6,13005.14,412.61,12592.53,52936.26,1752.15,0,,0.0,552254.84,0.665809,0.031601,30739.59,RECUPERACION
4586,0.06381270,-0.04595712,-0.25686734,0.19564293,0.21826162,0.23577720,-0.64515995,0.39551483,0.47216548,0.73213948,-0.47144890,-0.15579344,0.46788528,-0.08522048,0.50653928,0.26814871,-0.13846396,0.19215360,0.09507918,0.24895708,-0.22514266,-0.14644405,0.08689006,0.16443187,0.39751247,0.15022663,0.20336669,0.35047263,-0.37897240,-0.05150033,0.15247365,0.44102382,-0.43969847,0.70056201,-0.27474382,-0.12480763,0.12154804,0.25883983,0.34180092,0.07788082,0.52668868,-0.03578787,0.53417153,0.07796171,-0.40319789,0.62858281,0.11151399,0.64030797,-0.57121833,-0.25090416,100105_202104,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-04-01,13,0.43466667,0.58454144,0.865604,393882.7,100077.98,100077.98,3,0,390,10,388196.79,0.04481,19126.12,5797.84,267.96,5529.88,58734.1,2020.11,0,,0.0,560969.67,0.656011,0.042075,33387.62,RECUPERACION
4587,0.08525306,-0.04137433,-0.29909422,0.21194553,0.22610684,0.13631372,-0.63049079,0.34509680,0.49774643,0.72380486,-0.46332602,-0.21504753,0.44826809,-0.06100693,0.48941529,0.32771123,-0.14679722,0.21642368,0.06662406,0.23033397,-0.23013393,-0.10163300,0.14853175,0.19323866,0.38830699,0.16602876,0.22280348,0.34769651,-0.36144627,-0.05827179,0.13017745,0.39937522,-0.33554297,0.65667624,-0.31326166,-0.12686134,0.10869171,0.29338469,0.33427834,0.04010866,0.45707627,-0.03639077,0.48520378,0.08491209,-0.41201092,0.57105858,0.08070295,0.63477521,-0.63373463,-0.25002220,100105_202105,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-05-01,14,0.42633333,0.59103722,0.85088429,393882.7,99250.12,99250.12,3,0,420,9,387538.35,0.04481,20294.26,658.44,19.72,638.72,59392.54,2039.83,0,,0.0,543044.68,0.654899,0.030516,30405.98,RECUPERACION
4588,0.07430646,-0.01585426,-0.29483656,0.22711048,0.22741454,0.12594537,-0.61735869,0.37649394,0.50774128,0.72568617,-0.46602383,-0.22530368,0.44531225,-0.06826914,0.48152771,0.33530834,-0.14483400,0.22820338,0.07784433,0.22101977,-0.22773471,-0.07106732,0.14013671,0.20680029,0.40062974,0.17864488,0.21489499,0.34661516,-0.39229299,-0.06607383,0.10647398,0.40497573,-0.34111845,0.66466269,-0.31357206,-0.12137310,0.12052085,0.29838440,0.36061052,0.05792305,0.47068124,-0.05567826,0.50917960,0.07930399,-0.40121035,0.57230703,0.08571828,0.64178979,-0.66029249,-0.26733158,100105_202106,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-06-01,15,0.418,0.60215193,0.84921262,393882.7,99140.08,99140.08,3,0,450,10,377940.84,0.04481,21706.95,9597.51,190.18,9407.33,68990.05,2230.01,0,,0.0,528584.94,0.63868,0.028471,34764.92,RECUPERACION
4589,0.07807100,-0.01444483,-0.28290800,0.21880447,0.22749498,0.15359589,-0.62662922,0.38717110,0.49149869,0.72118090,-0.46489950,-0.20835662,0.45486548,-0.07351612,0.47567350,0.30771456,-0.14647644,0.21834282,0.09139658,0.22360503,-0.22281704,-0.08877799,0.12524427,0.18641001,0.39805949,0.15933255,0.21711329,0.34682823,-0.39129243,-0.06426186,0.11914760,0.42366763,-0.37038917,0.67240415,-0.31348472,-0.12646439,0.11789455,0.27597869,0.35255899,0.06097453,0.48568641,-0.03931286,0.51554408,0.07801562,-0.39818666,0.58491774,0.08911304,0.64252827,-0.62930126,-0.26188483,100105_202107,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-07-01,16,0.40966667,0.6030872,0.8248462,393882.7,97314.52,97314.52,3,0,480,10,367771.87,0.04481,22580.64,10168.97,121.73,10047.24,79159.02,2351.74,0,,0.0,523837.42,0.621495,0.032666,32094.58,RECUPERACION
4590,0.09951609,-0.01359359,-0.31609887,0.22853383,0.23072703,0.07516080,-0.61918460,0.33971728,0.50675116,0.71177197,-0.46078181,-0.25273218,0.44193960,-0.05324823,0.45615002,0.34977763,-0.15525703,0.23537417,0.06783863,0.20799914,-0.22281077,-0.05674484,0.17565139,0.20207018,0.38340923,0.16550491,0.23608972,0.34623102,-0.37231991,-0.06849150,0.10704305,0.39157514,-0.28701711,0.63422887,-0.34812967,-0.13095893,0.10440673,0.29791563,0.33996211,0.02986728,0.42410243,-0.03430628,0.47067534,0.08477600,-0.40806422,0.53952410,0.06607939,0.63415048,-0.67173799,-0.25683118,100105_202108,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-08-01,17,0.40133333,0.60198367,0.79902895,393882.7,95160.53,95160.53,3,0,510,9,359177.39,0.04481,23346.44,8594.48,409.77,8184.71,87753.5,2761.51,0,,0.0,529021.54,0.606972,0.023991,34663.79,RECUPERACION
4591,0.08592695,-0.01059541,-0.26123275,0.20541787,0.22886703,0.19832282,-0.64320527,0.40642870,0.46186657,0.71282430,-0.46272881,-0.18096350,0.47156048,-0.08168185,0.46292483,0.25931333,-0.15072578,0.20048977,0.11508898,0.22692895,-0.21273543,-0.11847551,0.09972747,0.15116746,0.39293569,0.12392394,0.22307854,0.34724771,-0.38985106,-0.06124352,0.14214104,0.45686909,-0.41915890,0.68449819,-0.31462698,-0.13518826,0.11349186,0.23599962,0.33897879,0.06572729,0.51149492,-0.01032722,0.52557947,0.07649925,-0.39309094,0.60513967,0.09428122,0.64360914,-0.57733935,-0.25213264,100105_202109,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-09-01,18,0.393,0.60144453,0.77720905,393882.7,93101.15,93101.15,3,0,540,10,350046.21,0.04481,24142.14,9131.18,95.16,9036.02,96884.68,2856.67,0,,0.0,516953.68,0.591541,0.03973,25227.51,RECUPERACION
4592,0.08950125,-0.00129108,-0.27308700,0.21913899,0.23094346,0.16093982,-0.63570236,0.39687025,0.47003909,0.70631484,-0.46817628,-0.19889882,0.46552260,-0.07522748,0.44629002,0.27699445,-0.15609952,0.20855517,0.11053864,0.21544295,-0.20786345,-0.09274693,0.11808182,0.16103769,0.38577080,0.12936223,0.22935776,0.34790959,-0.39704814,-0.06527091,0.12767756,0.44764312,-0.38815691,0.67035026,-0.33095297,-0.13622009,0.11479568,0.24365128,0.34352700,0.06166376,0.48896918,-0.01616452,0.51495782,0.07778920,-0.39263612,0.58914225,0.08992326,0.63952568,-0.60311585,-0.25537793,100105_202110,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-10-01,19,0.38466667,0.59897402,0.75402657,393882.7,90752.68,90752.68,3,0,570,10,346920.33,0.04481,24835.47,3125.88,92.75,3033.13,100010.56,2949.42,0,,0.0,549386.2,0.586259,0.03547,37386.71,RECUPERACION
4593,0.09526094,0.01616810,-0.29587077,0.23956711,0.23907844,0.08811266,-0.61898111,0.38558704,0.49188510,0.70382834,-0.46429331,-0.24488668,0.44968415,-0.06311219,0.43234665,0.32103303,-0.16138121,0.22952583,0.09711998,0.19879382,-0.20907814,-0.04690067,0.15162870,0.19089193,0.38887967,0.14866476,0.23752969,0.34556927,-0.40419487,-0.07322481,0.10062465,0.42356003,-0.32345067,0.64651097,-0.35208722,-0.13266723,0.11559650,0.27047944,0.35722658,0.04846148,0.45556971,-0.03065601,0.49785717,0.07957390,-0.39299697,0.55201355,0.07384738,0.64032744,-0.66303723,-0.26490791,100105_202111,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-11-01,20,0.37633333,0.60368583,0.7460905,393882.7,89485.07,89485.07,3,0,600,10,346158.23,0.04481,25909.2,762.1,31.15,730.95,100772.66,2980.57,0,,0.0,536911.35,0.584971,0.026559,32116.29,RECUPERACION
4594,0.09370710,0.00088162,-0.26296737,0.21250504,0.23050537,0.19787057,-0.64282085,0.40707709,0.45709551,0.70304681,-0.46358662,-0.17809498,0.47674361,-0.08000880,0.44352768,0.24913897,-0.15479817,0.19828217,0.12953896,0.21744909,-0.20787608,-0.10955597,0.10086901,0.14097567,0.38889905,0.10722533,0.23426732,0.34880673,-0.39810480,-0.06842328,0.14047357,0.46672079,-0.42000856,0.68039725,-0.33610104,-0.13971311,0.11464705,0.22008958,0.33488964,0.06001918,0.50692627,0.00244724,0.52747252,0.07942637,-0.38511763,0.60314609,0.08470378,0.64348028,-0.56942833,-0.25330091,100105_202112,100105,MORTGAGE,MORTGAGE_LTV_HIGH,HIPOTECA,PAGO_VOLUNTARIO,QUIEBRA,2020-03-11,446930.89,HIPOTECA,591753.17,0.04481,2021-12-01,21,0.368,0.61145747,0.74415566,393882.7,88630.05,88630.05,3,0,630,10,345755.33,0.04481,27144.81,402.9,9.36,393.54,101175.56,2989.93,0,,0.0,546148.6,0.58429,0.040198,37006.35,RECUPERACION
