ID_CONTR_CICLO_LGD,ID_FUSION_FINAL,SEGMENTO,CALIBRATION_SEGMENT,PRODUCTO,TERMINACION,CAUSA_DEFAULT,FECHA_DEFAULT,OR_DISPTO,COLATERAL_TIPO,VALOR_COLATERAL_INICIAL,TIPO_INTERES_ORIGINAL,FECHA_REFERENCIA,MES_CICLO,PD_ESTIMADA,LGD_ESTIMADA,LGD_REALIZADA,EAD,ECL,PROVISION,STAGE_IFRS9,CURE_FLAG,DPDS,RATING_GRADO,SALDO_PENDIENTE,TIPO_INTERES_ACTUAL,INTERESES_ACUMULADOS,FLUJO_RECUPERADO,COSTE_RECUPERACION,FLUJO_NETO,RECUPERACION_ACUMULADA,COSTE_TOTAL_ACUMULADO,ADJUDICACION_FLAG,ADJUDICACION_TIPO,ADJUDICACION_VALOR,VALOR_COLATERAL,LTV,TASA_DESCUENTO,RWA,ESTADO_CICLO
100139_202111,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2021-11-01,44,0.18833333,0.80311536,0.80311536,264296.44,39975.73,39975.73,3,0,1320,10,306422.95,0.03336,37481.84,0.0,0.0,0.0,52035.91,1348.98,0,,0.0,401041.09,0.673047,0.044329,21763.4,RECUPERACION
100139_202112,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2021-12-01,45,0.18,0.80311536,0.80311536,264296.44,38206.9,38206.9,3,0,1350,9,306422.95,0.03336,38333.7,0.0,0.0,0.0,52035.91,1348.98,0,,0.0,315178.94,0.673047,0.026105,25276.53,RECUPERACION
100139_202201,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-01-01,46,0.17166667,0.80311536,0.80311536,264296.44,36438.06,36438.06,3,0,1380,10,303383.39,0.03336,39185.56,3039.56,64.02,2975.54,55075.47,1413.0,0,,0.0,325245.2,0.66637,0.03252,19734.89,RECUPERACION
100139_202202,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-02-01,47,0.16333333,0.79161479,0.79161479,264296.44,34172.76,34172.76,3,0,1410,10,301948.52,0.03336,39640.27,1434.87,69.96,1364.91,56510.34,1482.96,0,,0.0,334959.18,0.663219,0.036275,16956.37,RECUPERACION
100139_202203,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-03-01,48,0.155,0.78618577,0.78618577,264296.44,32206.85,32206.85,3,0,1440,10,301948.52,0.03336,40292.16,0.0,0.0,0.0,56510.34,1482.96,0,,0.0,310138.76,0.663219,0.033034,23079.3,RECUPERACION
100139_202204,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-04-01,49,0.14666667,0.78618577,0.78618577,264296.44,30475.29,30475.29,3,0,1470,10,301461.98,0.03336,41131.58,486.54,11.84,474.7,56996.88,1494.8,0,,0.0,360615.64,0.66215,0.042385,17418.9,RECUPERACION
100139_202205,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-05-01,50,0.13833333,0.78434488,0.78434488,264296.44,28676.44,28676.44,3,0,1500,9,301455.56,0.03336,41903.0,6.42,0.11,6.31,57003.3,1494.91,0,,0.0,352664.81,0.662136,0.027676,22001.38,RECUPERACION
100139_202206,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-06-01,51,0.13,0.78432059,0.78432059,264296.44,26948.11,26948.11,3,0,1530,9,299573.96,0.03336,42740.55,1881.6,49.82,1831.78,58884.9,1544.73,0,,0.0,360047.74,0.658003,0.024723,20739.74,RECUPERACION
100139_202207,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-07-01,52,0.12166667,0.77720131,0.77720131,264296.44,24991.74,24991.74,3,0,1560,9,296026.47,0.03336,43306.64,3547.49,167.18,3380.31,62432.39,1711.91,0,,0.0,295800.58,0.650211,0.018053,20279.67,RECUPERACION
100139_202208,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-08-01,53,0.11333333,0.76377892,0.76377892,264296.44,22877.93,22877.93,3,0,1590,10,296026.47,0.03336,43616.35,0.0,0.0,0.0,62432.39,1711.91,0,,0.0,366324.46,0.650211,0.04046,20022.35,RECUPERACION
100139_202209,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-09-01,54,0.105,0.76377892,0.76377892,264296.44,21195.73,21195.73,3,0,1620,9,296026.47,0.03336,44439.3,0.0,0.0,0.0,62432.39,1711.91,0,,0.0,293870.69,0.650211,0.044973,20739.48,RECUPERACION
100139_202210,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-10-01,55,0.09666667,0.76377892,0.76377892,264296.44,19513.52,19513.52,3,0,1650,10,296026.47,0.01794,24340.8,0.0,0.0,0.0,62432.39,1711.91,0,,0.0,294601.05,0.650211,0.038181,18204.0,RECUPERACION
100139_202211,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-11-01,56,0.08833333,0.76377892,0.76377892,264296.44,17831.32,17831.32,3,0,1680,10,296026.47,0.01794,24783.36,0.0,0.0,0.0,62432.39,1711.91,0,,0.0,329301.83,0.650211,0.030388,22035.5,RECUPERACION
100139_202212,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2022-12-01,57,0.08,0.76377892,0.76377892,264296.44,16149.12,16149.12,3,0,1710,8,294330.02,0.01794,25225.92,1696.45,46.5,1649.95,64128.84,1758.41,0,,0.0,277931.63,0.646485,0.033643,19002.6,RECUPERACION
100139_202301,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-01-01,58,0.07166667,0.75736018,0.75736018,264296.44,14345.34,14345.34,3,0,1740,8,288857.63,0.01794,25521.16,5472.39,129.49,5342.9,69601.23,1887.9,0,,0.0,373775.28,0.634465,0.029512,18718.32,RECUPERACION
100139_202302,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-02-01,59,0.06333333,0.73665468,0.73665468,264296.44,12330.7,12330.7,3,0,1770,8,287191.28,0.01794,25478.56,1666.35,56.56,1609.79,71267.58,1944.46,0,,0.0,335841.55,0.630805,0.034111,16929.39,RECUPERACION
100139_202303,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-03-01,60,0.055,0.73034983,0.73034983,264296.44,10616.59,10616.59,3,0,1800,7,287191.28,0.01794,25761.0,0.0,0.0,0.0,71267.58,1944.46,0,,0.0,336751.02,0.630805,0.034191,18437.92,RECUPERACION
100139_202304,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-04-01,61,0.04666667,0.73034983,0.73034983,264296.44,9008.01,9008.01,3,0,1830,8,287191.28,0.01794,26190.35,0.0,0.0,0.0,71267.58,1944.46,0,,0.0,358117.53,0.630805,0.039107,17124.82,RECUPERACION
100139_202305,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-05-01,62,0.03833333,0.73034983,0.73034983,264296.44,7399.44,7399.44,3,0,1860,7,287191.28,0.01794,26619.7,0.0,0.0,0.0,71267.58,1944.46,0,,0.0,255400.45,0.630805,0.034822,23372.21,RECUPERACION
100139_202306,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-06-01,63,0.03,0.73034983,0.73034983,264296.44,5790.87,5790.87,3,0,1890,8,283215.51,0.01794,27049.05,3975.77,54.3,3921.47,75243.35,1998.76,0,,0.0,351044.96,0.622072,0.031601,20421.14,RECUPERACION
100139_202307,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-07-01,64,0.03,0.71530699,0.71530699,264296.44,5671.59,5671.59,3,0,1920,7,283215.51,0.01794,27098.24,0.0,0.0,0.0,75243.35,1998.76,0,,0.0,338342.8,0.622072,0.031105,17650.03,RECUPERACION
100139_202308,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-08-01,65,0.03,0.71530699,0.71530699,264296.44,5671.59,5671.59,3,0,1950,8,283215.51,0.01794,27521.65,0.0,0.0,0.0,75243.35,1998.76,0,,0.0,297192.81,0.622072,0.027051,19546.79,RECUPERACION
100139_202309,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-09-01,66,0.03,0.71530699,0.71530699,264296.44,5671.59,5671.59,3,0,1980,7,283025.85,0.01794,27945.06,189.66,8.12,181.54,75433.01,2006.88,0,,0.0,305615.91,0.621656,0.025266,20121.74,RECUPERACION
100139_202310,100139,MORTGAGE,MORTGAGE_LTV_LOW,HIPOTECA,SUBASTA,IMPROBABLE_PAGO,2018-03-31,358458.86,HIPOTECA,455277.44,0.02285,2023-10-01,67,0.03,0.71458938,0.71458938,264296.44,5665.9,5665.9,3,0,2010,8,283025.85,0.01794,28349.04,0.0,0.0,0.0,75433.01,2006.88,0,,0.0,300465.95,0.621656,0.032029,18342.29,RECUPERACION
100140_202302,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-02-01,1,1.0,0.49032611,1.0,1262752.36,619160.45,619160.45,3,0,30,10,1536383.98,0.06416,8214.53,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.02867,85636.23,ESTIMACION
100140_202303,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-03-01,2,1.0,0.50488822,1.0,1262752.36,637548.79,637548.79,3,0,60,10,1536383.98,0.04883,12503.6,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.043546,88747.4,ESTIMACION
100140_202304,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-04-01,3,1.0,0.51945033,1.0,1262752.36,655937.13,655937.13,3,0,90,10,1536383.98,0.04883,18755.4,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.036758,91374.36,ESTIMACION
100140_202305,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-05-01,4,0.52166667,0.53401244,1.0,1262752.36,351773.12,351773.12,3,0,120,9,1532365.83,0.04883,25007.2,4018.15,104.45,3913.7,4018.15,104.45,0,,0.0,0.0,0.0,0.047187,86543.56,RECUPERACION
100140_202306,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-06-01,5,0.51333333,0.5481326,0.99681794,1262752.36,355306.61,355306.61,3,0,150,10,1532365.83,0.04883,31177.25,0.0,0.0,0.0,4018.15,104.45,0,,0.0,0.0,0.0,0.031591,85882.09,RECUPERACION
100140_202307,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-07-01,6,0.505,0.56260632,0.99681794,1262752.36,358768.39,358768.39,3,0,180,10,1529304.51,0.04883,37412.7,3061.32,144.81,2916.51,7079.47,249.26,0,,0.0,0.0,0.0,0.051419,110328.43,RECUPERACION
100140_202308,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-08-01,7,0.49666667,0.57660865,0.99439362,1262752.36,361629.92,361629.92,3,0,210,10,1529304.51,0.04883,43560.93,0.0,0.0,0.0,7079.47,249.26,0,,0.0,0.0,0.0,0.043509,100472.58,RECUPERACION
100140_202309,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-09-01,8,0.48833333,0.59101503,0.99439362,1262752.36,364445.91,364445.91,3,0,240,9,1529304.51,0.04883,49783.92,0.0,0.0,0.0,7079.47,249.26,0,,0.0,0.0,0.0,0.035084,115385.58,RECUPERACION
100140_202310,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-10-01,9,0.48,0.6054214,0.99439362,1262752.36,366958.71,366958.71,3,0,270,9,1529304.51,0.06834,78384.51,0.0,0.0,0.0,7079.47,249.26,0,,0.0,0.0,0.0,0.042267,86173.92,RECUPERACION
100140_202311,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-11-01,10,0.47166667,0.61982778,0.99439362,1262752.36,369168.31,369168.31,3,0,300,10,1529304.51,0.06834,87093.9,0.0,0.0,0.0,7079.47,249.26,0,,0.0,0.0,0.0,0.034632,106716.98,RECUPERACION
100140_202312,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2023-12-01,11,0.46333333,0.63423416,0.99439362,1262752.36,371074.72,371074.72,3,0,330,10,1529304.51,0.06834,95803.29,0.0,0.0,0.0,7079.47,249.26,0,,0.0,0.0,0.0,0.032087,84615.43,RECUPERACION
100140_202401,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-01-01,12,0.455,0.64864054,0.99439362,1262752.36,372677.93,372677.93,3,0,360,9,1459828.81,0.06834,104512.68,69475.7,1850.3,67625.4,76555.17,2099.56,0,,0.0,0.0,0.0,0.039634,82497.79,RECUPERACION
100140_202402,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-02-01,13,0.44666667,0.64317885,0.93937436,1262752.36,362771.77,362771.77,3,0,390,10,1459828.81,0.06834,108078.49,0.0,0.0,0.0,76555.17,2099.56,0,,0.0,0.0,0.0,0.036361,88248.18,RECUPERACION
100140_202403,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-03-01,14,0.43833333,0.65605692,0.93937436,1262752.36,363131.74,363131.74,3,0,420,9,1459828.81,0.06834,116392.22,0.0,0.0,0.0,76555.17,2099.56,0,,0.0,0.0,0.0,0.035111,103671.35,RECUPERACION
100140_202404,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-04-01,15,0.43,0.66893498,0.93937436,1262752.36,363220.67,363220.67,3,0,450,10,1439462.85,0.06834,124705.95,20365.96,799.75,19566.21,96921.13,2899.31,0,,0.0,0.0,0.0,0.045204,119332.48,RECUPERACION
100140_202405,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-05-01,16,0.42166667,0.67464495,0.92324613,1262752.36,359221.84,359221.84,3,0,480,10,1414324.71,0.06834,131163.84,25138.14,822.98,24315.16,122059.27,3722.29,0,,0.0,0.0,0.0,0.03702,88543.4,RECUPERACION
100140_202406,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-06-01,17,0.41333333,0.67767428,0.90333871,1262752.36,353703.72,353703.72,3,0,510,9,1414324.71,0.06834,136927.86,0.0,0.0,0.0,122059.27,3722.29,0,,0.0,0.0,0.0,0.02536,110492.95,RECUPERACION
100140_202407,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-07-01,18,0.405,0.68955136,0.90333871,1262752.36,352646.7,352646.7,3,0,540,10,1414324.71,0.06834,144982.44,0.0,0.0,0.0,122059.27,3722.29,0,,0.0,0.0,0.0,0.046961,116103.21,RECUPERACION
100140_202408,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-08-01,19,0.39666667,0.70142843,0.90333871,1262752.36,351339.73,351339.73,3,0,570,9,1414324.71,0.06834,153037.02,0.0,0.0,0.0,122059.27,3722.29,0,,0.0,0.0,0.0,0.035335,86444.82,RECUPERACION
100140_202409,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-09-01,20,0.38833333,0.71330551,0.90333871,1262752.36,349782.79,349782.79,3,0,600,10,1388402.97,0.06834,161091.6,25921.74,471.42,25450.32,147981.01,4193.71,0,,0.0,0.0,0.0,0.030979,95835.63,RECUPERACION
100140_202410,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-10-01,21,0.38,0.71320793,0.88281074,1262752.36,342229.9,342229.9,3,0,630,10,1388402.97,0.06834,166045.95,0.0,0.0,0.0,147981.01,4193.71,0,,0.0,0.0,0.0,0.041913,106130.8,RECUPERACION
100140_202411,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-11-01,22,0.37166667,0.72451479,0.88281074,1262752.36,340031.43,340031.43,3,0,660,10,1385977.55,0.06834,173952.9,2425.42,104.17,2321.25,150406.43,4297.88,0,,0.0,0.0,0.0,0.035381,99312.22,RECUPERACION
100140_202412,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2024-12-01,23,0.36333333,0.7345945,0.88089,1262752.36,337031.98,337031.98,3,0,690,10,1385977.55,0.06834,181542.22,0.0,0.0,0.0,150406.43,4297.88,0,,0.0,0.0,0.0,0.023466,81126.85,RECUPERACION
100140_202501,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-01-01,24,0.355,0.745848,0.88089,1262752.36,334346.57,334346.57,3,0,720,10,1385977.55,0.06834,189435.36,0.0,0.0,0.0,150406.43,4297.88,0,,0.0,0.0,0.0,0.044651,94111.8,RECUPERACION
100140_202502,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-02-01,25,0.34666667,0.7571015,0.88089,1262752.36,331424.33,331424.33,3,0,750,10,1361598.79,0.06834,197328.5,24378.76,266.84,24111.92,174785.19,4564.72,0,,0.0,0.0,0.0,0.023934,97097.91,RECUPERACION
100140_202503,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-03-01,26,0.33833333,0.75441174,0.86158395,1262752.36,322308.25,322308.25,3,0,780,9,1361598.79,0.06834,201612.06,0.0,0.0,0.0,174785.19,4564.72,0,,0.0,0.0,0.0,0.032866,101252.08,RECUPERACION
100140_202504,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-04-01,27,0.33,0.76512896,0.86158395,1262752.36,318835.57,318835.57,3,0,810,10,1354665.55,0.06834,209366.37,6933.24,70.64,6862.6,181718.43,4635.36,0,,0.0,0.0,0.0,0.021762,91794.41,RECUPERACION
100140_202505,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-05-01,28,0.32166667,0.77157574,0.85609338,1262752.36,313402.75,313402.75,3,0,840,10,1354665.55,0.06834,216014.96,0.0,0.0,0.0,181718.43,4635.36,0,,0.0,0.0,0.0,0.042962,111316.07,RECUPERACION
100140_202506,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-06-01,29,0.31333333,0.78214044,0.85609338,1262752.36,309463.57,309463.57,3,0,870,10,1312791.09,0.06834,223729.78,41874.46,1466.69,40407.77,223592.89,6102.05,0,,0.0,0.0,0.0,0.035652,121050.75,RECUPERACION
100140_202507,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-07-01,30,0.305,0.76507076,0.82293211,1262752.36,294658.95,294658.95,3,0,900,9,1301358.22,0.06834,224290.5,11432.87,223.65,11209.22,235025.76,6325.7,0,,0.0,0.0,0.0,0.043328,116105.45,RECUPERACION
100140_202508,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-08-01,31,0.29666667,0.76691788,0.81387819,1262752.36,287300.12,287300.12,3,0,930,9,1301358.22,0.06834,229748.44,0.0,0.0,0.0,235025.76,6325.7,0,,0.0,0.0,0.0,0.032911,107075.76,RECUPERACION
100140_202509,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-09-01,32,0.28833333,0.77630994,0.81387819,1262752.36,282649.48,282649.48,3,0,960,10,1301358.22,0.06834,237159.68,0.0,0.0,0.0,235025.76,6325.7,0,,0.0,0.0,0.0,0.021624,119671.08,RECUPERACION
100140_202510,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-10-01,33,0.28,0.785702,0.81387819,1262752.36,277801.18,277801.18,3,0,990,10,1289649.12,0.06834,244570.92,11709.1,534.44,11174.66,246734.86,6860.14,0,,0.0,0.0,0.0,0.021886,107149.84,RECUPERACION
100140_202511,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-11-01,34,0.27166667,0.78633653,0.8046055,1262752.36,269750.96,269750.96,3,0,1020,9,1289649.12,0.07451,272260.1,0.0,0.0,0.0,246734.86,6860.14,0,,0.0,0.0,0.0,0.043061,92706.25,RECUPERACION
100140_202512,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2025-12-01,35,0.26333333,0.79547102,0.8046055,1262752.36,264513.83,264513.83,3,0,1050,9,1289649.12,0.07451,280267.75,0.0,0.0,0.0,246734.86,6860.14,0,,0.0,0.0,0.0,0.039743,85752.98,RECUPERACION
100140_202601,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2026-01-01,36,0.255,0.8046055,0.8046055,1262752.36,259084.46,259084.46,3,0,1080,10,1285508.6,0.07451,288275.4,4140.52,112.89,4027.63,250875.38,6973.03,0,,0.0,0.0,0.0,0.037239,93537.46,RECUPERACION
100140_202602,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2026-02-01,37,0.24666667,0.80132654,0.80132654,1262752.36,249596.32,249596.32,3,0,1110,9,1262417.39,0.07451,295331.78,23091.21,631.52,22459.69,273966.59,7604.55,0,,0.0,0.0,0.0,0.041039,114052.24,RECUPERACION
100140_202603,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2026-03-01,38,0.23833333,0.78304013,0.78304013,1262752.36,235660.61,235660.61,3,0,1140,9,1262417.39,0.07451,297865.28,0.0,0.0,0.0,273966.59,7604.55,0,,0.0,0.0,0.0,0.030634,84875.74,RECUPERACION
100140_202604,100140,SME,SME_MEDIUM,LINEA_CREDITO,DACCION_PAGO,IMPROBABLE_PAGO,2023-01-05,1536383.98,GARANTIA_PERSONAL,0.0,0.06416,2026-04-01,39,0.23,0.78304013,0.78304013,1262752.36,227420.73,227420.73,3,0,1170,10,1262417.39,0.07451,305703.84,0.0,0.0,0.0,273966.59,7604.55,0,,0.0,0.0,0.0,0.045484,115447.7,RECUPERACION
