CICLO_ID,CONTRATO,SEGMENTO,RATING_GRADO,PD_ESTIMADA,LGD_ESTIMADA,EAD,DPDS,STAGE_IFRS9,ECL,PROVISION_PERIOD_MONTHS,VENTANA_OBSERVACION_YEARS,VENTANA_CALIBRACION_YEARS,COLATERAL_TIPO,LGD_FLOOR_APLICADO,MoC,FECHA_INCUMPLIMIENTO,CURE_FLAG,PERIODO_OBSERVACION,RWA
CIC_00153,CONT_676843,MORTGAGE,2,0.002639,0.3271,404760.47,0,1,349.4,7,8.4,6.2,HIPOTECA,0.3,0.0015,,0,2024-06-02,99297.86
CIC_00154,CONT_307356,RETAIL,2,0.002639,0.1386,402928.89,0,1,147.38,35,4.9,6.5,PERSONAL,0.0,0.0206,,0,2024-11-26,41884.46
CIC_00155,CONT_388339,SME,3,0.004656,0.0276,424401.34,0,1,54.54,22,6.6,6.3,FINANCIERO,0.0,0.0118,,0,2024-01-16,8785.11
CIC_00156,CONT_933456,MORTGAGE,8,0.018379,0.565,22151.47,20,1,230.02,7,6.7,9.5,HIPOTECA,0.3,0.0115,2024-07-13,0,2024-08-02,9386.69
CIC_00157,CONT_904092,CORP,7,0.015245,0.6846,182760.49,0,1,1907.42,6,7.0,6.9,NINGUNA,0.45,0.0179,,0,2024-01-16,93838.37
CIC_00158,CONT_129576,RETAIL,3,0.004656,0.03,330147.89,64,2,46.12,20,8.8,8.1,PERSONAL,0.0,0.0297,2024-01-25,0,2024-03-29,7428.33
CIC_00159,CONT_985296,MORTGAGE,10,0.000267,0.4691,283738.9,0,1,35.54,16,5.3,5.7,HIPOTECA,0.3,0.0006,,0,2024-09-01,99826.44
CIC_00160,CONT_610866,MORTGAGE,1,0.001,0.3066,295371.54,79,2,90.56,31,8.4,9.8,HIPOTECA,0.3,0.0119,2023-12-04,0,2024-02-21,67920.69
CIC_00161,CONT_133955,MORTGAGE,3,0.004656,0.5122,283178.77,0,1,675.33,32,7.2,6.3,HIPOTECA,0.3,0.0038,,0,2024-01-01,108783.12
CIC_00162,CONT_319869,RETAIL,10,0.025119,0.0955,405359.43,144,1,972.4,20,5.1,8.9,PERSONAL,0.0,0.005,2023-09-24,0,2024-02-15,29033.87
CIC_00163,CONT_820539,RETAIL,2,0.002639,0.1051,394574.9,0,1,109.44,24,7.8,9.9,PERSONAL,0.0,0.0105,,0,2024-07-11,31102.37
CIC_00164,CONT_552275,RETAIL,3,0.004656,0.1354,400601.31,0,1,252.55,21,8.8,5.8,PERSONAL,0.0,0.0023,,0,2024-02-17,40681.06
CIC_00165,CONT_408857,RETAIL,10,0.00017,0.2669,82766.37,196,3,3.76,17,6.3,8.0,PERSONAL,0.0,0.0089,2023-08-07,0,2024-02-19,16567.76
CIC_00166,CONT_567429,SME,4,0.006964,0.0291,107441.73,0,1,21.77,24,5.0,9.0,FINANCIERO,0.0,0.008,,0,2024-11-24,2344.92
CIC_00167,CONT_661527,CORP,5,0.009518,0.5819,135383.4,0,1,749.82,7,7.6,5.9,NINGUNA,0.45,0.0291,,0,2024-10-28,59084.7
CIC_00168,CONT_144748,SME,10,0.025119,0.2645,240749.83,0,1,1599.54,13,8.6,9.1,FINANCIERO,0.0,0.0227,,0,2024-03-29,47758.75
CIC_00169,CONT_919656,SME,2,0.002639,0.2965,220519.66,70,2,172.55,11,4.0,9.6,FINANCIERO,0.0,0.0119,2024-04-06,0,2024-06-15,49038.06
CIC_00170,CONT_522548,SME,2,0.002639,0.1243,78358.87,142,3,25.7,36,7.0,6.0,FINANCIERO,0.0,0.0103,2024-03-09,0,2024-07-29,7305.01
CIC_00171,CONT_339030,RETAIL,10,0.025119,0.1826,348362.32,2,1,1597.84,6,4.7,7.6,PERSONAL,0.0,0.0245,2024-06-02,0,2024-06-04,47708.22
CIC_00172,CONT_266694,RETAIL,5,0.009518,0.2923,224339.75,27,1,624.14,15,7.2,5.9,PERSONAL,0.0,0.0122,2024-08-09,0,2024-09-05,49180.88
CIC_00173,CONT_766275,CORP,5,0.009518,0.6629,204675.64,84,2,1291.4,5,4.6,6.4,NINGUNA,0.45,0.001,2023-11-03,0,2024-01-26,101759.61
CIC_00174,CONT_998746,CORP,1,0.001,0.5226,246949.44,15,1,129.06,32,6.1,6.2,NINGUNA,0.45,0.0027,2023-12-31,0,2024-01-15,96791.83
CIC_00175,CONT_388755,RETAIL,4,0.006964,0.2033,138196.37,62,2,195.66,13,8.9,8.6,PERSONAL,0.0,0.018,2023-11-04,0,2024-01-05,21071.49
CIC_00176,CONT_605139,SME,7,0.015245,0.2555,232204.02,7,1,904.46,9,8.2,7.3,FINANCIERO,0.0,0.0199,2024-07-03,0,2024-07-10,44496.1
CIC_00177,CONT_813824,CORP,6,0.012286,0.7465,322094.4,28,1,2954.09,13,8.8,8.4,NINGUNA,0.45,0.0072,2024-01-02,0,2024-01-30,180332.6
CIC_00178,CONT_475911,RETAIL,1,0.001,0.1966,498747.2,0,1,98.05,35,7.8,8.1,PERSONAL,0.0,0.0218,,0,2024-04-23,73540.27
CIC_00179,CONT_447411,MORTGAGE,3,0.004656,0.5522,438864.92,0,1,1128.34,33,7.8,8.8,HIPOTECA,0.3,0.0284,,0,2024-06-20,181755.91
CIC_00180,CONT_697062,MORTGAGE,5,0.009518,0.4757,234561.51,60,2,1062.03,3,7.1,9.7,HIPOTECA,0.3,0.015,2024-10-15,0,2024-12-14,83685.68
CIC_00181,CONT_235691,SME,3,0.004656,0.0949,359255.89,0,1,158.74,9,8.9,6.9,FINANCIERO,0.0,0.0063,,0,2024-03-27,25570.04
CIC_00182,CONT_207697,SME,7,0.000215,0.121,482837.28,0,1,12.56,33,7.8,9.8,FINANCIERO,0.0,0.0057,,0,2024-12-12,43817.48
CIC_00183,CONT_951452,SME,9,0.021674,0.1766,87674.99,243,3,335.59,19,6.6,7.8,FINANCIERO,0.0,0.0206,2023-07-10,0,2024-03-09,11612.55
CIC_00184,CONT_150578,SME,1,0.001,0.0685,364948.57,5,1,25.0,21,5.3,3.4,FINANCIERO,0.0,0.0077,2024-09-25,0,2024-09-30,18749.23
CIC_00185,CONT_853681,CORP,7,0.015245,0.5833,66179.56,0,1,588.5,7,7.6,5.5,NINGUNA,0.45,0.0156,,0,2024-11-14,28951.9
CIC_00186,CONT_804258,CORP,5,0.009518,0.4842,57600.54,68,1,265.46,31,8.2,9.9,NINGUNA,0.45,0.0048,2024-07-31,0,2024-10-07,20917.64
CIC_00187,CONT_809641,CORP,2,0.002639,0.7006,336165.86,90,3,621.53,3,4.8,8.8,NINGUNA,0.45,0.0297,2024-03-02,0,2024-05-31,176638.35
CIC_00188,CONT_385037,MORTGAGE,7,0.015245,0.2548,52024.24,0,1,202.08,20,5.1,8.4,HIPOTECA,0.3,0.0287,,0,2024-05-17,9941.83
CIC_00189,CONT_130216,SME,8,0.018379,0.24,326179.01,0,1,1438.76,12,7.8,9.9,FINANCIERO,0.0,0.0177,,0,2024-10-18,58712.22
CIC_00190,CONT_834611,RETAIL,8,0.018379,0.2761,60904.05,0,1,309.05,33,7.4,5.6,PERSONAL,0.0,0.0217,,0,2024-04-24,12611.71
CIC_00191,CONT_352593,CORP,7,0.015245,0.6485,128045.61,0,1,1265.91,8,3.4,9.5,NINGUNA,0.45,0.028,,0,2024-09-15,62278.18
CIC_00192,CONT_100177,MORTGAGE,5,0.009518,0.3151,115239.73,54,2,345.62,8,4.9,7.5,HIPOTECA,0.3,0.015,2024-04-17,0,2024-06-10,27234.03
CIC_00193,CONT_574514,CORP,10,0.025119,0.739,320581.37,29,1,5950.93,35,6.6,7.0,NINGUNA,0.45,0.0136,2024-09-14,0,2024-10-13,177682.22
CIC_00194,CONT_511981,CORP,2,0.002639,0.6778,114764.82,0,1,205.28,24,6.2,6.0,NINGUNA,0.45,0.0215,,0,2024-07-28,58340.7
CIC_00195,CONT_150931,RETAIL,8,0.018379,0.2474,99336.49,0,1,451.68,33,7.3,8.5,PERSONAL,0.0,0.0137,,0,2024-10-28,18431.89
CIC_00196,CONT_517196,SME,10,0.025119,0.1449,256624.79,6,1,934.05,28,5.1,7.2,FINANCIERO,0.0,0.0151,2024-07-09,0,2024-07-15,27888.7
CIC_00197,CONT_286450,MORTGAGE,5,0.009518,0.4359,71019.06,0,1,294.65,29,7.7,9.4,HIPOTECA,0.3,0.0063,,0,2024-12-31,23217.91
CIC_00198,CONT_400538,MORTGAGE,2,0.002639,0.5282,283328.7,19,1,394.94,7,8.5,7.9,HIPOTECA,0.3,0.0032,2024-06-25,0,2024-07-14,112240.66
CIC_00199,CONT_500118,MORTGAGE,3,0.004656,0.5518,346844.45,0,1,891.11,36,6.5,8.3,HIPOTECA,0.3,0.0194,,0,2024-07-18,143541.58
CIC_00200,CONT_913848,SME,7,0.015245,0.287,488032.25,0,1,2135.29,35,5.6,8.3,FINANCIERO,0.0,0.019,,0,2024-12-29,105048.94
CIC_00201,CONT_911242,RETAIL,5,0.000141,0.1346,491809.4,3,1,9.33,26,5.0,6.6,PERSONAL,0.0,0.0048,2024-05-07,0,2024-05-10,49648.16
CIC_00202,CONT_889216,MORTGAGE,8,0.018379,0.537,277329.29,0,1,2737.11,14,8.8,7.8,HIPOTECA,0.3,0.0161,,0,2024-02-17,111694.37
CIC_00203,CONT_859143,SME,9,0.021674,0.2471,490660.93,0,1,2627.81,16,8.6,8.3,FINANCIERO,0.0,0.0205,,0,2024-06-13,90931.74
CIC_00204,CONT_760093,MORTGAGE,1,0.001,0.5734,411943.99,0,1,236.21,19,4.7,9.5,HIPOTECA,0.3,0.0284,,0,2024-03-26,177156.51
CIC_00205,CONT_371212,RETAIL,7,6e-05,0.2507,106761.89,27,1,1.61,9,8.7,8.9,PERSONAL,0.0,0.01,2024-01-18,0,2024-02-14,20073.9
CIC_00206,CONT_819195,SME,7,0.015245,0.1353,205201.77,11,1,423.26,11,6.9,8.4,FINANCIERO,0.0,0.0176,2024-12-13,0,2024-12-24,20822.85
CIC_00207,CONT_779414,MORTGAGE,10,0.025119,0.326,383810.75,54,2,3142.95,13,4.6,6.2,HIPOTECA,0.3,0.0239,2024-08-13,0,2024-10-06,93841.73
CIC_00208,CONT_746850,MORTGAGE,1,0.001,0.4661,279759.52,4,1,130.4,18,6.3,8.0,HIPOTECA,0.3,0.0222,2024-06-21,0,2024-06-25,97796.93
CIC_00209,CONT_345925,MORTGAGE,4,0.006964,0.3344,337134.07,84,2,785.1,29,8.7,10.0,HIPOTECA,0.3,0.0087,2023-11-12,0,2024-02-04,84553.22
CIC_00210,CONT_771967,CORP,5,0.009518,0.6359,450558.7,0,1,2727.0,27,7.5,8.6,NINGUNA,0.45,0.0242,,0,2024-08-07,214882.71
CIC_00211,CONT_757057,SME,5,0.009518,0.252,71481.39,0,1,171.45,12,6.1,6.9,FINANCIERO,0.0,0.0182,,0,2024-05-23,13509.98
CIC_00212,CONT_405134,CORP,2,0.002639,0.7176,425545.7,31,2,805.88,26,5.5,5.7,NINGUNA,0.45,0.0162,2024-10-30,0,2024-11-30,229028.7
CIC_00213,CONT_253300,RETAIL,8,0.018379,0.1503,49824.24,12,1,137.63,30,8.3,9.1,PERSONAL,0.0,0.0154,2024-08-04,0,2024-08-16,5616.44
CIC_00214,CONT_670792,SME,6,0.000192,0.0121,381928.83,0,1,0.89,5,4.7,6.4,FINANCIERO,0.0,0.0136,,0,2024-01-24,3466.0
CIC_00215,CONT_341162,RETAIL,7,0.015245,0.1961,185821.91,0,1,555.52,21,6.2,6.4,PERSONAL,0.0,0.026,,0,2024-09-06,27329.76
CIC_00216,CONT_123536,CORP,9,0.021674,0.643,109700.97,6,1,1528.83,34,8.2,8.5,NINGUNA,0.45,0.0034,2024-12-05,0,2024-12-11,52903.29
CIC_00217,CONT_189913,RETAIL,1,0.001,0.0384,298212.09,0,1,11.45,14,7.1,5.8,PERSONAL,0.0,0.0122,,0,2024-10-15,8588.51
CIC_00218,CONT_213844,RETAIL,8,0.018379,0.182,238349.66,40,2,797.27,28,7.2,9.1,PERSONAL,0.0,0.0079,2024-11-07,0,2024-12-17,32534.73
CIC_00219,CONT_101258,CORP,4,0.006964,0.6068,455122.92,22,1,1923.24,10,5.3,9.6,NINGUNA,0.45,0.0159,2024-02-08,0,2024-03-01,207126.44
CIC_00220,CONT_187889,SME,9,0.021674,0.1262,438038.03,0,1,1198.15,20,8.1,9.1,FINANCIERO,0.0,0.0222,,0,2024-12-22,41460.3
CIC_00221,CONT_483405,MORTGAGE,10,0.025119,0.563,207280.12,7,1,2931.35,31,5.0,5.5,HIPOTECA,0.3,0.0123,2024-02-17,0,2024-02-24,87524.03
CIC_00222,CONT_269654,MORTGAGE,7,0.015245,0.5265,209547.94,0,1,1681.93,27,7.0,7.7,HIPOTECA,0.3,0.0212,,0,2024-03-11,82745.24
CIC_00223,CONT_859687,CORP,4,0.006964,0.6025,394110.16,0,1,1653.61,35,8.8,5.5,NINGUNA,0.45,0.0278,,0,2024-08-10,178088.53
CIC_00224,CONT_786837,SME,7,0.015245,0.1842,262897.74,120,3,738.25,4,8.2,8.4,FINANCIERO,0.0,0.0197,2024-05-25,0,2024-09-22,36319.32
CIC_00225,CONT_735818,CORP,3,0.004656,0.4761,141588.75,0,1,313.86,11,5.4,5.6,NINGUNA,0.45,0.0218,,0,2024-10-13,50557.8
CIC_00226,CONT_690525,RETAIL,8,0.018379,0.2789,289578.83,0,1,1484.35,12,7.0,7.8,PERSONAL,0.0,0.0287,,0,2024-10-02,60572.65
CIC_00227,CONT_110195,SME,4,0.006964,0.2272,480813.17,73,2,760.75,11,8.4,7.7,FINANCIERO,0.0,0.0237,2024-02-09,0,2024-04-22,81930.56
CIC_00228,CONT_378297,MORTGAGE,4,0.006964,0.3862,202470.67,0,1,544.54,15,8.7,7.6,HIPOTECA,0.3,0.0081,,0,2024-12-15,58645.63
CIC_00229,CONT_702427,RETAIL,4,0.006964,0.0608,128599.24,52,2,54.45,7,5.0,5.9,PERSONAL,0.0,0.0257,2023-12-01,0,2024-01-22,5864.13
CIC_00230,CONT_582418,MORTGAGE,8,0.018379,0.3549,383309.85,0,1,2500.22,24,7.1,5.7,HIPOTECA,0.3,0.001,,0,2024-06-26,102027.5
CIC_00231,CONT_995825,MORTGAGE,1,0.001,0.3035,109322.43,0,1,33.18,16,8.4,6.3,HIPOTECA,0.3,0.0288,,0,2024-06-24,24884.52
CIC_00232,CONT_642121,SME,5,0.009518,0.1352,287847.81,73,2,370.41,7,7.7,9.1,FINANCIERO,0.0,0.0059,2024-01-04,0,2024-03-17,29187.77
CIC_00233,CONT_531762,MORTGAGE,8,0.018379,0.39,283258.53,0,1,2030.34,24,5.2,6.5,HIPOTECA,0.3,0.0029,,0,2024-06-20,82853.12
CIC_00234,CONT_946952,CORP,6,0.012286,0.7102,481742.7,180,3,4203.45,24,5.8,7.0,NINGUNA,0.45,0.0134,2023-08-14,0,2024-02-10,256600.25
CIC_00235,CONT_572161,MORTGAGE,7,0.015245,0.4894,287960.6,0,1,2148.45,31,6.0,6.9,HIPOTECA,0.3,0.0193,,0,2024-05-18,105695.94
CIC_00236,CONT_748127,SME,3,0.004656,0.0552,16435.04,219,3,4.22,7,7.7,5.9,FINANCIERO,0.0,0.0019,2024-01-24,0,2024-08-30,680.41
CIC_00237,CONT_666843,RETAIL,2,0.002639,0.1964,443308.3,10,1,229.77,35,6.5,6.1,PERSONAL,0.0,0.0011,2024-06-21,0,2024-07-01,65299.31
CIC_00238,CONT_532227,MORTGAGE,9,0.021674,0.4335,484923.42,23,1,4556.18,22,6.6,8.9,HIPOTECA,0.3,0.0192,2024-05-15,0,2024-06-07,157660.73
CIC_00239,CONT_687783,MORTGAGE,3,0.004656,0.3911,5045.71,0,1,9.19,33,6.6,5.5,HIPOTECA,0.3,0.0003,,0,2024-08-08,1480.03
CIC_00240,CONT_532961,SME,7,0.015245,0.075,358894.3,0,1,410.35,33,4.9,8.3,FINANCIERO,0.0,0.0184,,0,2024-12-21,20187.8
CIC_00241,CONT_108602,RETAIL,2,0.002639,0.0547,148349.67,0,1,21.41,4,7.3,6.3,PERSONAL,0.0,0.016,,0,2024-04-05,6086.05
CIC_00242,CONT_500112,RETAIL,2,0.000227,0.0452,249321.88,56,2,2.56,8,6.7,7.2,PERSONAL,0.0,0.0225,2024-01-19,0,2024-03-15,8452.01
CIC_00243,CONT_144235,CORP,2,0.002639,0.7424,358767.85,0,1,702.9,25,9.0,6.4,NINGUNA,0.45,0.0063,,0,2024-07-18,199761.94
CIC_00244,CONT_725173,CORP,5,0.009518,0.5944,152912.48,86,2,865.1,7,5.5,3.2,NINGUNA,0.45,0.0238,2024-08-01,0,2024-10-26,68168.38
CIC_00245,CONT_944654,RETAIL,6,0.012286,0.2312,128117.52,264,3,363.92,20,9.0,8.3,PERSONAL,0.0,0.021,2023-06-05,0,2024-02-24,22215.58
CIC_00246,CONT_681456,SME,4,0.006964,0.0064,191995.62,38,2,8.56,26,6.7,7.5,FINANCIERO,0.0,0.0057,2024-02-27,0,2024-04-05,921.58
CIC_00247,CONT_506313,RETAIL,2,0.002639,0.1593,227445.18,0,1,95.62,9,8.0,7.8,PERSONAL,0.0,0.0109,,0,2024-11-13,27174.01
CIC_00248,CONT_698749,RETAIL,9,0.021674,0.205,384038.38,0,1,1706.35,2,7.4,6.0,PERSONAL,0.0,0.0251,,0,2024-03-07,59045.9
CIC_00249,CONT_536158,SME,8,0.018379,0.1577,352150.44,0,1,1020.66,29,7.7,5.6,FINANCIERO,0.0,0.0267,,0,2024-02-10,41650.59
CIC_00250,CONT_535352,MORTGAGE,1,0.001,0.5471,136578.74,76,2,74.72,8,4.9,6.5,HIPOTECA,0.3,0.0069,2024-05-01,0,2024-07-16,56041.67
CIC_00251,CONT_985893,CORP,10,0.025119,0.5574,232066.69,0,1,3249.24,30,5.3,7.3,NINGUNA,0.45,0.03,,0,2024-08-14,97015.48
CIC_00252,CONT_414922,MORTGAGE,7,2e-05,0.5293,218141.1,24,1,2.31,3,5.5,8.9,HIPOTECA,0.3,0.0134,2024-06-28,0,2024-07-22,86596.56
CIC_00253,CONT_196369,RETAIL,4,0.006964,0.2567,15742.18,232,3,28.14,8,6.8,8.1,PERSONAL,0.0,0.0138,2023-08-01,0,2024-03-20,3030.76
CIC_00254,CONT_450632,SME,10,0.000236,0.2754,368461.65,0,1,23.95,35,8.2,8.6,FINANCIERO,0.0,0.0179,,0,2024-06-02,76105.75
CIC_00255,CONT_511967,MORTGAGE,7,0.015245,0.425,434576.39,28,1,2815.67,10,8.3,9.7,HIPOTECA,0.3,0.0012,2024-09-05,0,2024-10-03,138521.22
CIC_00256,CONT_307731,SME,10,0.025119,0.1726,49591.06,0,1,215.0,26,6.0,7.6,FINANCIERO,0.0,0.0026,,0,2024-09-13,6419.56
CIC_00257,CONT_787247,SME,7,0.015245,0.1957,102069.15,0,1,304.52,30,4.8,9.0,FINANCIERO,0.0,0.0027,,0,2024-12-09,14981.2
CIC_00258,CONT_114400,CORP,5,0.009518,0.5008,178109.62,27,1,848.98,3,6.5,9.7,NINGUNA,0.45,0.0047,2024-01-17,0,2024-02-13,66897.97
CIC_00259,CONT_163029,MORTGAGE,2,0.002639,0.3915,238239.2,0,1,246.14,28,6.9,6.7,HIPOTECA,0.3,0.0042,,0,2024-12-23,69952.99
CIC_00260,CONT_608205,MORTGAGE,4,0.006964,0.5368,310892.56,0,1,1162.2,6,7.5,8.5,HIPOTECA,0.3,0.0088,,0,2024-11-28,125165.34
CIC_00261,CONT_625600,CORP,3,0.004656,0.5097,483561.73,0,1,1147.57,21,8.7,6.9,NINGUNA,0.45,0.0006,,0,2024-12-16,184853.56
CIC_00262,CONT_547180,MORTGAGE,1,0.001,0.4877,439945.25,106,3,214.56,21,8.8,6.5,HIPOTECA,0.3,0.0026,2024-03-30,0,2024-07-14,160920.97
CIC_00263,CONT_265725,MORTGAGE,10,0.025119,0.3988,273405.71,7,1,2738.83,18,7.6,6.4,HIPOTECA,0.3,0.027,2024-03-03,0,2024-03-10,81775.65
CIC_00264,CONT_741709,MORTGAGE,2,0.002639,0.4672,474557.77,41,2,585.1,22,5.2,5.6,HIPOTECA,0.3,0.0091,2024-10-12,0,2024-11-22,166285.04
CIC_00265,CONT_528436,MORTGAGE,10,0.025119,0.4701,119301.12,0,1,1408.76,36,7.6,7.6,HIPOTECA,0.3,0.0214,,0,2024-07-10,42062.59
CIC_00266,CONT_855185,CORP,5,0.009518,0.7351,115164.34,0,1,805.77,24,8.7,9.9,NINGUNA,0.45,0.026,,0,2024-05-06,63492.98
CIC_00267,CONT_761282,MORTGAGE,7,0.015245,0.4835,372521.59,20,1,2745.84,23,7.7,5.7,HIPOTECA,0.3,0.0263,2024-04-15,0,2024-05-05,135085.64
CIC_00268,CONT_829928,CORP,4,0.006964,0.5374,202029.75,0,1,756.09,31,6.4,8.3,NINGUNA,0.45,0.0043,,0,2024-11-26,81428.09
CIC_00269,CONT_636521,RETAIL,7,0.015245,0.1241,228188.5,59,2,431.71,31,4.9,7.0,PERSONAL,0.0,0.0027,2024-10-29,0,2024-12-27,21238.64
CIC_00270,CONT_223264,RETAIL,7,0.015245,0.1651,26733.51,6,1,67.29,14,7.5,6.2,PERSONAL,0.0,0.0015,2024-05-31,0,2024-06-06,3310.28
CIC_00271,CONT_684632,RETAIL,4,0.006964,0.0011,383870.92,59,2,2.94,1,6.9,5.5,PERSONAL,0.0,0.0198,2024-06-22,0,2024-08-20,316.69
CIC_00272,CONT_700081,RETAIL,1,0.001,0.0555,32256.65,32,2,1.79,19,7.5,9.3,PERSONAL,0.0,0.0015,2024-06-30,0,2024-08-01,1342.68
CIC_00273,CONT_320038,RETAIL,8,0.018379,0.2248,183293.38,0,1,757.29,35,8.5,9.2,PERSONAL,0.0,0.0088,,0,2024-03-09,30903.26
CIC_00274,CONT_620509,RETAIL,10,0.025119,0.0175,287826.7,0,1,126.52,22,7.6,9.7,PERSONAL,0.0,0.0095,,0,2024-09-26,3777.73
CIC_00275,CONT_310960,SME,8,0.018379,0.2424,442413.52,239,1,1970.98,32,4.5,5.6,FINANCIERO,0.0,0.024,2023-12-05,0,2024-07-31,80430.78
CIC_00276,CONT_242348,MORTGAGE,5,0.009518,0.5371,157347.41,65,1,804.38,32,5.0,7.0,HIPOTECA,0.3,0.0288,2024-01-25,0,2024-03-30,63383.47
CIC_00277,CONT_938373,SME,3,0.004656,0.1882,446568.87,0,1,391.31,35,8.2,9.7,FINANCIERO,0.0,0.0169,,0,2024-12-13,63033.2
CIC_00278,CONT_489633,MORTGAGE,2,0.002639,0.5909,143827.71,1,1,224.28,7,8.3,8.1,HIPOTECA,0.3,0.0259,2024-06-05,0,2024-06-06,63740.85
CIC_00279,CONT_906859,SME,5,0.009518,0.0648,154647.56,53,2,95.38,34,8.6,7.5,FINANCIERO,0.0,0.015,2024-02-14,0,2024-04-07,7515.87
CIC_00280,CONT_881770,CORP,9,0.021674,0.653,70694.99,0,1,1000.55,10,8.4,6.0,NINGUNA,0.45,0.0178,,0,2024-02-14,34622.87
CIC_00281,CONT_676051,MORTGAGE,1,0.001,0.4733,159510.73,0,1,75.5,7,5.8,7.9,HIPOTECA,0.3,0.0045,,0,2024-05-20,56622.32
CIC_00282,CONT_823648,MORTGAGE,5,0.000117,0.1745,353655.08,0,1,7.22,8,5.9,9.5,HIPOTECA,0.3,0.0009,,0,2024-12-11,46284.61
CIC_00283,CONT_334665,SME,10,0.025119,0.1067,169504.39,131,3,454.31,11,7.9,7.6,FINANCIERO,0.0,0.0276,2024-04-18,0,2024-08-27,13564.59
CIC_00284,CONT_525392,RETAIL,10,0.025119,0.0774,184907.43,74,2,359.5,11,8.5,7.5,PERSONAL,0.0,0.0105,2024-06-11,0,2024-08-24,10733.88
CIC_00285,CONT_694764,CORP,6,0.012286,0.6168,40107.38,0,1,303.93,14,6.4,8.3,NINGUNA,0.45,0.0115,,0,2024-06-23,18553.67
CIC_00286,CONT_792232,MORTGAGE,9,4e-05,0.5082,90677.3,0,1,1.84,35,7.2,7.0,HIPOTECA,0.3,0.0092,,0,2024-07-26,34561.65
CIC_00287,CONT_555844,CORP,2,0.002639,0.5153,73763.79,87,2,100.31,21,7.5,7.5,NINGUNA,0.45,0.0134,2024-01-19,0,2024-04-15,28507.86
CIC_00288,CONT_501384,MORTGAGE,2,0.002639,0.4748,307687.92,55,2,385.53,7,4.8,9.6,HIPOTECA,0.3,0.0246,2024-05-08,0,2024-07-02,109567.67
CIC_00289,CONT_789886,SME,7,0.015245,0.1306,109551.96,0,1,218.12,1,6.2,9.7,FINANCIERO,0.0,0.0262,,0,2024-03-05,10730.61
CIC_00290,CONT_846722,SME,3,0.004656,0.0254,322910.24,85,2,38.19,14,3.4,9.7,FINANCIERO,0.0,0.0127,2024-05-25,0,2024-08-18,6151.44
CIC_00291,CONT_801200,MORTGAGE,7,0.015245,0.2691,290294.41,2,1,1190.91,8,5.0,7.7,HIPOTECA,0.3,0.0158,2024-05-21,0,2024-05-23,58588.67
CIC_00292,CONT_164401,CORP,9,0.021674,0.6894,159687.36,0,1,2386.06,5,4.5,7.5,NINGUNA,0.45,0.0126,,0,2024-05-30,82566.35
CIC_00293,CONT_568349,SME,10,4.1e-05,0.0507,30551.84,0,1,0.06,17,4.9,7.8,FINANCIERO,0.0,0.0084,,0,2024-05-11,1161.73
CIC_00294,CONT_461838,MORTGAGE,3,0.004656,0.3784,351883.56,0,1,619.96,35,4.9,6.2,HIPOTECA,0.3,0.0298,,0,2024-07-15,99864.55
CIC_00295,CONT_936039,CORP,5,0.009518,0.6766,62417.21,0,1,401.96,16,6.6,9.8,NINGUNA,0.45,0.0212,,0,2024-08-30,31673.61
CIC_00296,CONT_808094,SME,7,0.015245,0.2035,481072.55,140,3,1492.46,28,7.4,9.8,FINANCIERO,0.0,0.0258,2024-02-01,0,2024-06-20,73423.7
CIC_00297,CONT_124851,RETAIL,10,0.025119,0.2311,262376.4,0,1,1523.1,9,4.5,5.5,PERSONAL,0.0,0.0158,,0,2024-12-16,45476.39
CIC_00298,CONT_408877,CORP,1,0.001,0.7316,330019.73,27,1,241.44,21,5.0,9.4,NINGUNA,0.45,0.027,2024-09-19,0,2024-10-16,181081.83
CIC_00299,CONT_377521,SME,2,0.002639,0.1916,461734.22,9,1,233.47,14,7.5,9.0,FINANCIERO,0.0,0.0083,2024-01-23,0,2024-02-01,66351.21
CIC_00300,CONT_914992,RETAIL,8,0.018379,0.0208,489813.88,0,1,187.25,2,6.7,6.1,PERSONAL,0.0,0.0032,,0,2024-08-14,7641.1
CIC_00301,CONT_173504,SME,1,0.001,0.269,78682.87,21,1,21.17,7,5.7,8.7,FINANCIERO,0.0,0.0212,2024-08-18,0,2024-09-08,15874.27
CIC_00302,CONT_581966,RETAIL,1,0.001,0.1153,346184.35,25,1,39.92,6,8.7,7.1,PERSONAL,0.0,0.0299,2024-11-02,0,2024-11-27,29936.29
CIC_00303,CONT_166052,MORTGAGE,4,0.006964,0.353,24468.94,0,1,60.15,6,6.3,6.0,HIPOTECA,0.3,0.019,,0,2024-04-07,6478.15
CIC_00304,CONT_175532,MORTGAGE,8,0.018379,0.4602,417953.89,0,1,3535.06,12,6.0,8.7,HIPOTECA,0.3,0.0196,,0,2024-09-24,144256.79
CIC_00305,CONT_621292,CORP,3,0.004656,0.5967,14436.19,20,1,40.11,18,5.1,6.3,NINGUNA,0.45,0.0029,2024-10-19,0,2024-11-08,6460.56
CIC_00306,CONT_535320,RETAIL,2,0.002639,0.2413,215974.67,0,1,137.53,19,8.9,8.1,PERSONAL,0.0,0.0238,,0,2024-01-24,39086.02
CIC_00307,CONT_910090,RETAIL,6,0.012286,0.166,222137.3,0,1,453.04,5,8.3,8.3,PERSONAL,0.0,0.0024,,0,2024-01-04,27656.09
